Genus,Species,Subspecies,Family,Order,Common_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Gephyromantis,webbi,None,Mantellidae,Anura,None,Gephyromantis_webbi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Gephyromantis,zavona,None,Mantellidae,Anura,None,Gephyromantis_zavona,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,albolineatus,None,Mantellidae,Anura,None,Guibemantis_albolineatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,albomaculatus,None,Mantellidae,Anura,White-spotted Malagasy Pandanus Frog,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Guibemantis,annulatus,None,Mantellidae,Anura,Ring-wearing Tree Frog,Guibemantis_annulatus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Guibemantis,bicalcaratus,None,Mantellidae,Anura,None,Guibemantis_bicalcaratus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,depressiceps,None,Mantellidae,Anura,None,Guibemantis_depressiceps,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,diphonus,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Guibemantis,flavobrunneus,None,Mantellidae,Anura,None,Guibemantis_flavobrunneus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,kathrinae,None,Mantellidae,Anura,None,Guibemantis_kathrinae,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,liber,None,Mantellidae,Anura,None,Guibemantis_liber,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,methueni,None,Mantellidae,Anura,None,Guibemantis_methueni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,milingilingy,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Guibemantis,pulcher,None,Mantellidae,Anura,None,Guibemantis_pulcher,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,punctatus,None,Mantellidae,Anura,None,Guibemantis_punctatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,tasifotsy,None,Mantellidae,Anura,White-flanked Malagasy Tree Frog,Guibemantis_tasifotsy,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,timidus,None,Mantellidae,Anura,None,Guibemantis_timidus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,tornieri,None,Mantellidae,Anura,None,Guibemantis_tornieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,wattersoni,None,Mantellidae,Anura,Watterson’s tree frog,Guibemantis_wattersoni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Guibemantis,woosteri,None,Mantellidae,Anura,Wooster’s Malagasy Pandanus Frog,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Mantella,aurantiaca,None,Mantellidae,Anura,Golden Mantella,Mantella_aurantiaca,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,baroni,None,Mantellidae,Anura,None,Mantella_baroni,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
