Genus;Species;Subspecies;Family;Order;Common_Name;Our_Name;Name_In_Tree;Sampled;DNA_In_Tree;Extinct_Extant;Status_Species;DAISIE_Species_Status;Remove_Species
Stumpffia ;makira;NA;Microhylidae;Anura;None;Stumpffia_makira;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;maledicta;NA;Microhylidae;Anura;None;Stumpffia_maledicta;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;mamitika;NA;Microhylidae;Anura;None;Stumpffia_mamitika;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;megsoni;NA;Microhylidae;Anura;None;Stumpffia_megsoni;Stumpffia_megsoni;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;meikeae;NA;Microhylidae;Anura;None;Stumpffia_meikeae;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;miery;NA;Microhylidae;Anura;None;Stumpffia_miery;Stumpffia_miery;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;miovaova;NA;Microhylidae;Anura;None;Stumpffia_miovaova;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;nigrorubra;NA;Microhylidae;Anura;None;Stumpffia_nigrorubra;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;obscoena;NA;Microhylidae;Anura;None;Stumpffia_obscoena;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;pardus;NA;Microhylidae;Anura;None;Stumpffia_pardus;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;psologlossa;NA;Microhylidae;Anura;None;Stumpffia_psologlossa;Stumpffia_psologlossa;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;pygmaea;NA;Microhylidae;Anura;None;Stumpffia_pygmaea;Stumpffia_pygmaea;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;roseifemoralis;NA;Microhylidae;Anura;None;Stumpffia_roseifemoralis;Stumpffia_roseifemoralis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;sorata;NA;Microhylidae;Anura;None;Stumpffia_sorata;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;spandei;NA;Microhylidae;Anura;None;Stumpffia_spandei;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Stumpffia ;staffordi;NA;Microhylidae;Anura;None;Stumpffia_staffordi;Stumpffia_staffordi;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;tetradactyla;NA;Microhylidae;Anura;None;Stumpffia_tetradactyla;Stumpffia_tetradactyla;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;tridactyla;NA;Microhylidae;Anura;None;Stumpffia_tridactyla;Stumpffia_tridactyla;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Stumpffia ;yanniki;NA;Microhylidae;Anura;None;Stumpffia_yanniki;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Dyscophus ;antongilii;NA;Microhylidae;Anura;Tomato Frog;Dyscophus_antongilii;Dyscophus_antongilii;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Dyscophus ;guineti;NA;Microhylidae;Anura;None;Dyscophus_guineti;Dyscophus_guineti;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Dyscophus ;insularis;NA;Microhylidae;Anura;None;Dyscophus_insularis;Dyscophus_insularis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Paradoxophyla ;palmata;NA;Microhylidae;Anura;None;Paradoxophyla_palmata;Paradoxophyla_palmata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Paradoxophyla ;tiarano;NA;Microhylidae;Anura;None;Paradoxophyla_tiarano;Paradoxophyla_tiarano;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;boribory;NA;Microhylidae;Anura;None;Scaphiophryne_boribory;Scaphiophryne_boribory;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;brevis;NA;Microhylidae;Anura;Brown Rain Frog;Scaphiophryne_brevis;Scaphiophryne_brevis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;calcarata;NA;Microhylidae;Anura;None;Scaphiophryne_calcarata;Scaphiophryne_calcarata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;gottlebei;NA;Microhylidae;Anura;"Gottlebe's Narrow-mouthed Frog; Sahon'orana (in Malagasy)";Scaphiophryne_gottlebei;Scaphiophryne_gottlebei;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;madagascariensis;NA;Microhylidae;Anura;None;Scaphiophryne_madagascariensis;Scaphiophryne_madagascariensis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;marmorata;NA;Microhylidae;Anura;None;Scaphiophryne_marmorata;Scaphiophryne_marmorata;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;matsoko;NA;Microhylidae;Anura;None;Scaphiophryne_matsoko;NA;FALSE;FALSE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;menabensis;NA;Microhylidae;Anura;None;Scaphiophryne_menabensis;Scaphiophryne_menabensis;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;obscura;NA;Microhylidae;Anura;None;Scaphiophryne_obscura;Scaphiophryne_obscura;TRUE;FALSE;Extant;Endemic;Endemic;FALSE
Scaphiophryne ;spinosa;NA;Microhylidae;Anura;None;Scaphiophryne_spinosa;Scaphiophryne_spinosa;TRUE;TRUE;Extant;Endemic;Endemic;FALSE
Ptychadena ;mascareniensis;NA;Ptychadenidae;Anura;Mascarene ridged frog;Ptychadena_mascareniensis;Ptychadena_mascareniensis;TRUE;TRUE;Extant;Non-endemic;Non-endemic;FALSE
