Name,Data,Genes
Gephyromantis striatus,1,7
Gephyromantis tahotra,1,6
Gephyromantis tandroka,1,6
Gephyromantis thelenae,1,7
Gephyromantis tschenki,1,6
Gephyromantis ventrimaculatus,1,6
Gephyromantis verrucosus,1,2
Gephyromantis webbi,1,6
Gephyromantis zavona,1,6
Guibemantis albolineatus,1,4
Guibemantis annulatus,0,0
Guibemantis bicalcaratus,1,4
Guibemantis depressiceps,1,5
Guibemantis flavobrunneus,1,2
Guibemantis kathrinae,1,1
Guibemantis liber,1,6
Guibemantis methueni,1,1
Guibemantis pulcher,1,3
Guibemantis punctatus,1,2
Guibemantis tasifotsy,1,1
Guibemantis timidus,1,1
Guibemantis tornieri,1,5
Guibemantis wattersoni,1,1
Mantella aurantiaca,1,8
Mantella baroni,1,7
Mantella bernhardi,1,7
Mantella betsileo,1,5
Mantella cowanii,1,4
Mantella crocea,1,5
Mantella ebenaui,1,2
Mantella expectata,1,5
Mantella haraldmeieri,1,5
Mantella laevigata,1,5
Mantella madagascariensis,1,12
Mantella manery,1,2
Mantella milotympanum,1,5
Mantella nigricans,1,6
Mantella pulchra,1,5
Mantella viridis,1,5
Mantidactylus aerumnalis,1,1
Mantidactylus albofrenatus,1,2
Mantidactylus alutus,1,1
Mantidactylus ambohimitombi,0,0
Mantidactylus ambreensis,1,4
Mantidactylus argenteus,1,4
Mantidactylus bellyi,1,1
Mantidactylus betsileanus,1,2
Mantidactylus biporus,1,4
Mantidactylus bourgati,0,0
Mantidactylus brevipalmatus,1,2
Mantidactylus charlotteae,1,4
Mantidactylus cowanii,1,1
Mantidactylus curtus,1,2
Mantidactylus delormei,1,1
Mantidactylus femoralis,1,7
Mantidactylus grandidieri,1,6
Mantidactylus guttulatus,1,1
Mantidactylus lugubris,1,4
Mantidactylus madecassus,1,1
Mantidactylus majori,1,3
Mantidactylus melanopleura,1,1
Mantidactylus mocquardi,1,3
Mantidactylus noralottae,1,1
Mantidactylus opiparis,1,3
Mantidactylus paidroa,1,1
Mantidactylus pauliani,1,1
Mantidactylus tricinctus,0,0
Mantidactylus ulcerosus,1,7
Mantidactylus zipperi,1,1
Mantidactylus zolitschka,1,2
Spinomantis aglavei,1,5
Spinomantis bertini,1,3
Spinomantis brunae,0,0
Spinomantis elegans,1,3
Spinomantis fimbriatus,1,1
Spinomantis guibei,1,3
Spinomantis massi,0,0
Spinomantis microtis,1,5
Spinomantis nussbaumi,0,0
Spinomantis peraccae,1,6
Spinomantis phantasticus,1,1
Spinomantis tavaratra,1,1
Tsingymantis antitra,1,6
Wakea madinika,1,6
Borneophrys edwardinae,0,0
Brachytarsophrys carinense,1,5
Brachytarsophrys chuannanensis,0,0
Brachytarsophrys feae,1,6
Brachytarsophrys intermedia,1,1
Brachytarsophrys platyparietus,1,2
Leptobrachella baluensis,0,0
Leptobrachella brevicrus,0,0
Leptobrachella mjobergi,0,0
Leptobrachella natunae,0,0
Leptobrachella palmata,0,0
Leptobrachella parva,0,0
Leptobrachella serasanae,0,0
Leptobrachium abbotti,1,2
Leptobrachium ailaonicum,1,5
Leptobrachium banae,1,4
Leptobrachium bompu,0,0
Leptobrachium boringii,1,5
Leptobrachium buchardi,1,1
Leptobrachium chapaense,1,8
Leptobrachium guangxiense,1,2
Leptobrachium gunungense,1,2
Leptobrachium hainanense,1,5
Leptobrachium hasseltii,1,9
Leptobrachium hendricksoni,1,2
Leptobrachium huashen,1,2
Leptobrachium ingeri,1,2
Leptobrachium kanowitense,1,2
Leptobrachium leishanense,1,5
Leptobrachium leucops,1,1
Leptobrachium liui,1,5
Leptobrachium lumadorum,1,1
Leptobrachium mangyanorum,1,1
Leptobrachium montanum,1,8
Leptobrachium mouhoti,1,4
Leptobrachium ngoclinhense,1,4
Leptobrachium nigrops,1,4
Leptobrachium nokrekensis,0,0
Leptobrachium promustache,1,5
Leptobrachium pullum,1,2
Leptobrachium rakhinensis,1,1
Leptobrachium smithi,1,5
Leptobrachium tagbanorum,1,1
Leptobrachium waysepuntiense,1,1
Leptobrachium xanthops,1,1
Leptobrachium xanthospilum,1,4
Leptolalax aereus,1,1
Leptolalax alpinus,0,0
Leptolalax applebyi,1,1
Leptolalax arayai,1,7
Leptolalax bidoupensis,1,1
Leptolalax botsfordi,0,0
Leptolalax bourreti,1,4
Leptolalax croceus,0,0
Leptolalax dringi,1,2
Leptolalax eos,1,1
Leptolalax firthi,1,1
Leptolalax fritinniens,1,2
Leptolalax fuliginosus,0,0
Leptolalax gracilis,1,2
Leptolalax hamidi,0,0
Leptolalax heteropus,1,2
Leptolalax kajangensis,0,0
Leptolalax kecil,0,0
Leptolalax khasiorum,0,0
Leptolalax lateralis,0,0
Leptolalax liui,1,4
Leptolalax maurus,1,2
Leptolalax melanoleucus,0,0
Leptolalax melicus,1,1
Leptolalax minimus,1,1
Leptolalax nahangensis,0,0
Leptolalax nyx,0,0
Leptolalax oshanensis,1,5
Leptolalax pelodytoides,1,4
Leptolalax pictus,1,2
Leptolalax platycephalus,0,0
Leptolalax pluvialis,1,1
Leptolalax sabahmontanus,1,2
Leptolalax solus,0,0
Leptolalax sungi,0,0
Leptolalax tamdil,0,0
Leptolalax tuberosus,0,0
Leptolalax ventripunctatus,1,1
Leptolalax zhangyapingi,0,0
Megophrys ancrae,0,0
Megophrys kobayashii,0,0
Megophrys ligayae,0,0
Megophrys megacephala,0,0
Megophrys montana,0,0
Megophrys nasuta,1,9
Megophrys oropedion,0,0
Megophrys stejnegeri,0,0
Megophrys vegrandis,0,0
Ophryophryne gerti,0,0
Ophryophryne hansi,1,6
Ophryophryne microstoma,1,6
Ophryophryne pachyproctus,0,0
Ophryophryne synoria,0,0
Oreolalax chuanbeiensis,1,3
Oreolalax granulosus,0,0
Oreolalax jingdongensis,1,5
Oreolalax liangbeiensis,1,3
Oreolalax lichuanensis,1,5
Oreolalax major,1,2
Oreolalax multipunctatus,1,3
Oreolalax nanjiangensis,1,2
Oreolalax omeimontis,1,4
Oreolalax pingii,1,3
Oreolalax popei,1,3
Oreolalax puxiongensis,0,0
Oreolalax rhodostigmatus,1,4
Oreolalax rugosus,1,2
Oreolalax schmidti,1,3
Oreolalax weigoldi,0,0
Oreolalax xiangchengensis,1,3
Scutiger adungensis,0,0
Scutiger bhutanensis,0,0
Scutiger boulengeri,1,4
Scutiger brevipes,0,0
Scutiger chintingensis,1,4
Scutiger glandulatus,1,4
Scutiger gongshanensis,0,0
Scutiger jiulongensis,0,0
Scutiger liupanensis,1,1
Scutiger maculatus,0,0
Scutiger mammatus,1,4
Scutiger muliensis,1,3
Scutiger nepalensis,0,0
Scutiger ningshanensis,1,1
Scutiger nyingchiensis,0,0
Scutiger pingwuensis,0,0
Scutiger sikimmensis,0,0
Scutiger tuberculatus,1,4
Scutiger wanglangensis,0,0
Scutiger wuguanfui,0,0
Vibrissaphora echinata,1,3
Xenophrys aceras,1,1
Xenophrys auralensis,0,0
Xenophrys baluensis,1,2
Xenophrys baolongensis,0,0
Xenophrys binchuanensis,0,0
Xenophrys binlingensis,0,0
Xenophrys boettgeri,1,1
Xenophrys brachykolos,1,1
Xenophrys caudoprocta,0,0
Xenophrys damrei,0,0
Xenophrys daweimontis,0,0
Xenophrys dringi,0,0
Xenophrys gigantica,0,0
Xenophrys glandulosa,0,0
Xenophrys huangshanensis,1,1
Xenophrys jingdongensis,0,0
Xenophrys jinggangensis,1,1
Xenophrys kempii,0,0
Xenophrys kuatunensis,1,1
Xenophrys lekaguli,1,1
Xenophrys longipes,1,1
Xenophrys major,1,4
Xenophrys mangshanensis,1,1
Xenophrys medogensis,0,0
Xenophrys minor,1,2
Xenophrys nankiangensis,1,4
Xenophrys omeimontis,1,4
Xenophrys pachyproctus,0,0
Xenophrys palpebralespinosa,0,0
Xenophrys parallela,0,0
Xenophrys parva,1,1
Xenophrys robusta,0,0
Xenophrys sangzhiensis,0,0
Xenophrys serchhipii,0,0
Xenophrys shapingensis,1,2
Xenophrys shuichengensis,0,0
Xenophrys spinata,1,2
Xenophrys takensis,0,0
Xenophrys tuberogranulatus,0,0
Xenophrys wawuensis,0,0
Xenophrys wuliangshanensis,0,0
Xenophrys wushanensis,0,0
Xenophrys zhangi,0,0
Xenophrys zunhebotoensis,0,0
Albericus alpestris,0,0
Albericus brevicrus,0,0
Albericus brunhildae,0,0
Albericus darlingtoni,0,0
Albericus exclamitans,0,0
Albericus fafniri,0,0
Albericus gudrunae,0,0
Albericus gunnari,0,0
Albericus laurini,1,2
Albericus murritus,0,0
Albericus pandanicolus,0,0
Albericus rhenaurum,0,0
Albericus sanguinopictus,0,0
Albericus siegfriedi,0,0
Albericus swanhildae,0,0
Albericus tuberculus,0,0
Albericus valkuriarum,0,0
Albericus variegatus,0,0
Aphantophryne minuta,0,0
Aphantophryne pansa,1,5
Aphantophryne sabini,0,0
Asterophrys leucopus,0,0
Asterophrys turpicola,1,5
Austrochaperina adamantina,0,0
Austrochaperina adelphe,0,0
Austrochaperina aquilonia,0,0
Austrochaperina archboldi,0,0
Austrochaperina basipalmata,0,0
Austrochaperina blumi,0,0
Austrochaperina brevipes,0,0
Austrochaperina derongo,1,4
Austrochaperina fryi,0,0
Austrochaperina gracilipes,0,0
Austrochaperina guttata,1,2
Austrochaperina hooglandi,0,0
Austrochaperina kosarek,0,0
Austrochaperina macrorhyncha,0,0
Austrochaperina mehelyi,0,0
Austrochaperina minutissima,0,0
Austrochaperina novaebritanniae,0,0
Austrochaperina palmipes,1,4
Austrochaperina parkeri,0,0
Austrochaperina pluvialis,0,0
Austrochaperina polysticta,0,0
Austrochaperina rivularis,0,0
Austrochaperina robusta,0,0
Austrochaperina septentrionalis,0,0
Austrochaperina yelaensis,0,0
Barygenys apodasta,0,0
Barygenys atra,0,0
Barygenys cheesmanae,0,0
Barygenys exsul,1,2
Barygenys flavigularis,1,7
Barygenys maculata,0,0
Barygenys nana,0,0
Barygenys parvula,0,0
Barygenys resima,0,0
Callulops boettgeri,0,0
Callulops comptus,0,0
Callulops doriae,1,4
Callulops dubius,0,0
Callulops eremnosphax,0,0
Callulops fojaensis,0,0
Callulops fuscus,0,0
Callulops glandulosus,0,0
Callulops humicola,0,0
Callulops kopsteini,0,0
Callulops marmoratus,0,0
Callulops mediodiscus,0,0
Callulops microtis,0,0
Callulops omnistriatus,1,2
Callulops personatus,0,0
Callulops robustus,1,4
Callulops sagittatus,0,0
Callulops stictogaster,0,0
Callulops valvifer,0,0
Callulops wilhelmanus,0,0
Choerophryne allisoni,0,0
Choerophryne amomani,0,0
Choerophryne arndtorum,0,0
Choerophryne bryonopsis,0,0
Choerophryne burtoni,0,0
Choerophryne gracilirostris,1,1
Choerophryne longirostris,0,0
Choerophryne microps,0,0
Choerophryne nigrescens,0,0
Choerophryne proboscidea,1,4
Choerophryne rostellifer,1,2
Cophixalus aenigma,0,0
Cophixalus albolineatus,0,0
Cophixalus amabilis,0,0
Cophixalus ateles,0,0
Cophixalus australis,0,0
Cophixalus balbus,1,2
Cophixalus bewaniensis,0,0
Cophixalus biroi,0,0
Cophixalus bombiens,0,0
Cophixalus caverniphilus,0,0
Cophixalus cheesmanae,1,2
Cophixalus clapporum,0,0
Cophixalus concinnus,0,0
Cophixalus crepitans,0,0
Cophixalus cryptotympanum,1,5
Cophixalus cupricarenus,0,0
Cophixalus daymani,0,0
Cophixalus desticans,0,0
Cophixalus exiguus,0,0
Cophixalus hinchinbrookensis,0,0
Cophixalus hosmeri,0,0
Cophixalus humicola,1,2
Cophixalus infacetus,1,1
Cophixalus interruptus,0,0
Cophixalus iovaorum,0,0
Cophixalus kaindiensis,0,0
Cophixalus kethuk,0,0
Cophixalus kulakula,1,1
Cophixalus linnaeus,0,0
Cophixalus mcdonaldi,0,0
Cophixalus melanops,0,0
Cophixalus misimae,0,0
Cophixalus monosyllabus,0,0
Cophixalus montanus,0,0
Cophixalus monticola,0,0
Cophixalus neglectus,0,0
Cophixalus nexipus,0,0
Cophixalus nubicola,0,0
Cophixalus ornatus,1,1
Cophixalus pakayakulangun,1,1
Cophixalus parkeri,0,0
Cophixalus peninsularis,0,0
Cophixalus petrophilus,0,0
Cophixalus phaeobalius,0,0
Cophixalus pictus,0,0
Cophixalus pipilans,0,0
Cophixalus pulchellus,0,0
Cophixalus riparius,0,0
Cophixalus saxatilis,0,0
Cophixalus shellyi,0,0
Cophixalus sphagnicola,1,4
Cophixalus tagulensis,0,0
Cophixalus tenuidactylus,0,0
Cophixalus tetzlaffi,0,0
Cophixalus timidus,0,0
Cophixalus tomaiodactylus,0,0
Cophixalus tridactylus,1,2
Cophixalus variabilis,0,0
Cophixalus verecundus,0,0
Cophixalus verrucosus,0,0
Cophixalus wempi,0,0
Cophixalus zweifeli,0,0
Copiula exspectata,0,0
Copiula fistulans,0,0
Copiula major,1,2
Copiula minor,0,0
Copiula obsti,1,2
Copiula oxyrhina,1,1
Copiula pipiens,1,2
Copiula tyleri,0,0
Gastrophrynoides borneensis,0,0
Gastrophrynoides immaculatus,1,4
Genyophryne thomsoni,1,5
Hylophorbus atrifasciatus,0,0
Hylophorbus nigrinus,1,2
Hylophorbus picoides,1,4
Hylophorbus proekes,1,4
Hylophorbus rainerguentheri,0,0
Hylophorbus richardsi,1,4
Hylophorbus rufescens,1,8
Hylophorbus sextus,1,2
Hylophorbus tetraphonus,1,2
Hylophorbus wondiwoi,1,2
Liophryne allisoni,0,0
Liophryne dentata,1,2
Liophryne magnitympanum,0,0
Liophryne rhododactyla,1,5
Liophryne rubra,0,0
Liophryne schlaginhaufeni,1,3
Liophryne similis,0,0
Mantophryne axanthogaster,1,4
Mantophryne infulata,0,0
Mantophryne lateralis,1,2
Mantophryne louisiadensis,1,4
Metamagnusia marani,1,2
Metamagnusia slateri,1,4
Oninia senglaubi,1,2
Oreophryne albopunctata,0,0
Oreophryne alticola,0,0
Oreophryne ampelos,0,0
Oreophryne anamiatoi,0,0
Oreophryne anthonyi,0,0
Oreophryne anulata,1,3
Oreophryne asplenicola,1,2
Oreophryne atrigularis,1,2
Oreophryne biroi,0,0
Oreophryne brachypus,1,4
Oreophryne brevicrus,0,0
Oreophryne brevirostris,0,0
Oreophryne celebensis,0,0
Oreophryne clamata,1,2
Oreophryne crucifer,0,0
Oreophryne ezra,0,0
Oreophryne flava,0,0
Oreophryne frontifasciata,0,0
Oreophryne furu,0,0
Oreophryne geislerorum,0,0
Oreophryne geminus,0,0
Oreophryne graminus,0,0
Oreophryne habbemensis,0,0
Oreophryne hypsiops,0,0
Oreophryne idenburgensis,0,0
Oreophryne inornata,0,0
Oreophryne insulana,0,0
Oreophryne jeffersoniana,0,0
Oreophryne kampeni,0,0
Oreophryne kapisa,0,0
Oreophryne loriae,0,0
Oreophryne mertoni,0,0
Oreophryne minuta,0,0
Oreophryne moluccensis,0,0
Oreophryne monticola,1,2
Oreophryne nana,0,0
Oreophryne notata,0,0
Oreophryne oviprotector,0,0
Oreophryne parkeri,0,0
Oreophryne pseudasplenicola,1,2
Oreophryne rookmaakeri,0,0
Oreophryne sibilans,1,2
Oreophryne streiffeleri,0,0
Oreophryne terrestris,0,0
Oreophryne unicolor,1,2
Oreophryne variabilis,1,2
Oreophryne waira,1,2
Oreophryne wapoga,1,2
Oreophryne wolterstorffi,0,0
Oreophryne zimmeri,0,0
Oxydactyla alpestris,0,0
Oxydactyla brevicrus,0,0
Oxydactyla coggeri,0,0
Oxydactyla crassa,1,2
Oxydactyla stenodactyla,0,0
Paedophryne amauensis,1,2
Paedophryne dekot,0,0
Paedophryne kathismaphlox,0,0
Paedophryne oyatabu,1,1
Paedophryne swiftorum,1,2
Paedophryne verrucosa,0,0
Pherohapsis menziesi,1,2
Pseudocallulops eurydactylus,1,2
Pseudocallulops pullifer,1,2
Sphenophryne cornuta,1,8
Xenorhina adisca,0,0
Xenorhina anorbis,0,0
Xenorhina arboricola,0,0
Xenorhina arfakiana,0,0
Xenorhina arndti,0,0
Xenorhina bidens,0,0
Xenorhina bouwensi,1,2
Xenorhina brachyrhyncha,0,0
Xenorhina eiponis,0,0
Xenorhina fuscigula,0,0
Xenorhina gigantea,0,0
Xenorhina huon,0,0
Xenorhina lanthanites,1,2
Xenorhina macrodisca,0,0
Xenorhina macrops,0,0
Xenorhina mehelyi,0,0
Xenorhina minima,0,0
Xenorhina multisica,0,0
Xenorhina obesa,1,7
Xenorhina ocellata,0,0
Xenorhina ophiodon,0,0
Xenorhina oxycephala,1,2
Xenorhina parkerorum,0,0
Xenorhina rostrata,0,0
Xenorhina scheepstrai,0,0
Xenorhina schiefenhoeveli,0,0
Xenorhina similis,0,0
Xenorhina subcrocea,0,0
Xenorhina tumulus,0,0
Xenorhina varia,1,2
Xenorhina zweifeli,0,0
Anodonthyla boulengerii,1,6
Anodonthyla emilei,1,1
Anodonthyla hutchisoni,1,3
Anodonthyla jeanbai,1,1
Anodonthyla montana,1,6
Anodonthyla moramora,1,3
Anodonthyla nigrigularis,1,3
Anodonthyla pollicaris,1,3
Anodonthyla rouxae,1,2
Anodonthyla theoi,1,3
Anodonthyla vallani,1,1
Cophyla berara,1,3
Cophyla occultans,0,0
Cophyla phyllodactyla,1,4
Madecassophryne truebae,0,0
Platypelis alticola,1,1
Platypelis barbouri,1,3
Platypelis cowanii,0,0
Platypelis grandis,1,8
Platypelis mavomavo,1,1
Platypelis milloti,1,3
Platypelis olgae,0,0
Platypelis pollicaris,1,3
Platypelis ravus,0,0
Platypelis tetra,1,1
Platypelis tsaratananaensis,1,1
Platypelis tuberifera,1,3
Plethodontohyla angulifera,0,0
Plethodontohyla bipunctata,1,3
Plethodontohyla brevipes,1,6
Plethodontohyla fonetana,1,3
Plethodontohyla guentheri,1,3
Plethodontohyla inguinalis,1,7
Plethodontohyla mihanika,1,3
Plethodontohyla notosticta,1,4
Plethodontohyla ocellata,1,2
Plethodontohyla tuberata,1,3
Rhombophryne alluaudi,1,6
Rhombophryne coronata,1,3
Rhombophryne coudreaui,1,2
Rhombophryne guentherpetersi,0,0
Rhombophryne laevipes,1,3
Rhombophryne mangabensis,0,0
Rhombophryne matavy,0,0
Rhombophryne minuta,1,4
Rhombophryne serratopalpebrosa,1,2
Rhombophryne testudo,1,6
Stumpffia analamaina,0,0
Stumpffia be,1,2
Stumpffia gimmeli,1,4
Stumpffia grandis,1,4
Stumpffia hara,1,3
Stumpffia helenae,1,4
Stumpffia madagascariensis,1,3
Stumpffia megsoni,1,2
Stumpffia miery,0,0
Stumpffia psologlossa,1,6
Stumpffia pygmaea,1,6
Stumpffia roseifemoralis,1,4
Stumpffia staffordi,1,3
Stumpffia tetradactyla,1,4
Stumpffia tridactyla,1,4
Dyscophus antongilii,1,12
Dyscophus guineti,1,10
Dyscophus insularis,1,6
Adelastes hylonomos,0,0
Arcovomer passarellii,1,2
Chiasmocleis alagoanus,1,3
Chiasmocleis albopunctata,1,3
Chiasmocleis anatipes,1,2
Chiasmocleis atlantica,0,0
Chiasmocleis avilapiresae,1,2
Chiasmocleis capixaba,1,3
Chiasmocleis carvalhoi,1,5
Chiasmocleis centralis,0,0
Chiasmocleis cordeiroi,1,3
Chiasmocleis crucis,1,3
Chiasmocleis devriesi,1,2
Chiasmocleis gnoma,0,0
Chiasmocleis leucosticta,1,4
Chiasmocleis mantiqueira,1,4
Chiasmocleis mehelyi,0,0
Chiasmocleis sapiranga,0,0
Chiasmocleis schubarti,1,4
Chiasmocleis shudikarensis,1,4
Chiasmocleis ventrimaculata,1,5
Ctenophryne aequatorialis,1,2
Ctenophryne aterrima,0,0
Ctenophryne barbatula,0,0
Ctenophryne carpish,0,0
Ctenophryne geayi,1,8
Ctenophryne minor,0,0
Dasypops schirchi,1,7
Dermatonotus muelleri,1,9
Elachistocleis bicolor,1,5
Elachistocleis bumbameuboi,0,0
Elachistocleis carvalhoi,0,0
Elachistocleis cesarii,1,2
Elachistocleis erythrogaster,0,0
Elachistocleis haroi,0,0
Elachistocleis helianneae,0,0
Elachistocleis magna,0,0
Elachistocleis matogrosso,0,0
Elachistocleis muiraquitan,0,0
Elachistocleis ovalis,1,10
Elachistocleis panamensis,0,0
Elachistocleis pearsei,0,0
Elachistocleis piauiensis,0,0
Elachistocleis skotogaster,0,0
Elachistocleis surinamensis,1,3
Elachistocleis surumu,0,0
Gastrophryne carolinensis,1,8
Gastrophryne elegans,1,6
Gastrophryne mazatlanensis,0,0
Gastrophryne olivacea,1,13
Hamptophryne alios,0,0
Hamptophryne boliviana,1,7
Hypopachus barberi,1,5
Hypopachus pictiventris,1,1
Hypopachus ustum,1,3
Hypopachus variolosus,1,6
Myersiella microps,1,3
Stereocyclops histrio,0,0
Stereocyclops incrassatus,1,4
Stereocyclops palmipes,0,0
Stereocyclops parkeri,0,0
Syncope antenori,1,1
Syncope bassleri,1,3
Syncope carvalhoi,1,3
Syncope hudsoni,1,5
Syncope jimi,0,0
Syncope magnova,0,0
Syncope supercilialba,0,0
Syncope tridactyla,0,0
Hoplophryne rogersi,1,11
Hoplophryne uluguruensis,1,2
Parhoplophryne usambarica,0,0
Kalophrynus baluensis,1,4
Kalophrynus bunguranus,0,0
Kalophrynus calciphilus,0,0
Kalophrynus eok,0,0
Kalophrynus heterochirus,1,2
Kalophrynus interlineatus,1,6
Kalophrynus intermedius,1,4
Kalophrynus limbooliati,0,0
Kalophrynus menglienicus,0,0
Kalophrynus minusculus,0,0
Kalophrynus nubicola,0,0
Kalophrynus orangensis,0,0
Kalophrynus palmatissimus,1,2
Kalophrynus pleurostigma,1,11
Kalophrynus punctatus,0,0
Kalophrynus robinsoni,0,0
Kalophrynus subterrestris,1,2
Kalophrynus tiomanensis,0,0
Kalophrynus yongi,1,2
Melanobatrachus indicus,1,5
Calluella brooksii,0,0
Calluella flava,0,0
Calluella guttulata,1,11
Calluella minuta,1,2
Calluella smithi,0,0
Calluella volzi,0,0
Calluella yunnanensis,1,2
Chaperina fusca,1,8
Glyphoglossus molossus,1,8
Kaloula assamensis,0,0
Kaloula aureata,0,0
Kaloula baleata,1,3
Kaloula borealis,1,5
Kaloula conjuncta,1,2
Kaloula indochinensis,0,0
Kaloula kalingensis,1,2
Kaloula kokacii,1,2
Kaloula macrocephala,0,0
Kaloula mediolineata,1,2
Kaloula nonggangensis,0,0
Kaloula picta,1,4
Kaloula pulchra,1,14
Kaloula rigida,1,2
Kaloula rugifera,1,2
Kaloula taprobanica,1,10
Kaloula verrucosa,1,2
Kaloula walteri,1,2
Metaphrynella pollicaris,1,6
Metaphrynella sundana,1,8
Microhyla achatina,1,3
Microhyla annamensis,0,0
Microhyla annectens,1,6
Microhyla berdmorei,1,3
Microhyla borneensis,1,5
Microhyla butleri,1,4
Microhyla chakrapanii,0,0
Microhyla erythropoda,0,0
Microhyla fissipes,1,3
Microhyla fowleri,1,2
Microhyla fusca,0,0
Microhyla heymonsi,1,9
Microhyla karunaratnei,0,0
Microhyla maculifera,0,0
Microhyla malang,1,2
Microhyla mantheyi,1,2
Microhyla marmorata,1,6
Microhyla mixtura,1,3
Microhyla mukhlesuri,0,0
Microhyla mymensinghensis,0,0
Microhyla nanapollexa,0,0
Microhyla okinavensis,1,9
Microhyla orientalis,0,0
Microhyla ornata,1,12
Microhyla palmipes,1,2
Microhyla perparva,1,2
Microhyla petrigena,1,2
Microhyla picta,0,0
Microhyla pulchra,1,5
Microhyla pulverata,0,0
Microhyla rubra,1,3
Microhyla sholigari,0,0
Microhyla superciliaris,1,2
Microhyla zeylanica,0,0
Micryletta inornata,1,7
Micryletta steinegeri,1,2
Phrynella pulchra,1,6
Ramanella anamalaiensis,0,0
Ramanella minor,0,0
Ramanella montana,1,5
Ramanella mormorata,0,0
Ramanella nagaoi,0,0
Ramanella obscura,1,3
Ramanella palmata,0,0
Ramanella triangularis,0,0
Ramanella variegata,1,7
Uperodon globulosus,0,0
Uperodon systoma,1,5
Otophryne pyburni,1,3
Otophryne robusta,1,3
Otophryne steyermarki,1,3
Synapturanus mirandaribeiroi,1,5
Synapturanus rabus,0,0
Synapturanus salseri,1,2
Phrynomantis affinis,0,0
Phrynomantis annectens,1,4
Phrynomantis bifasciatus,1,11
Phrynomantis microps,1,10
Phrynomantis somalicus,0,0
Paradoxophyla palmata,1,6
Paradoxophyla tiarano,1,1
Scaphiophryne boribory,1,3
Scaphiophryne brevis,1,3
Scaphiophryne calcarata,1,7
Scaphiophryne gottlebei,1,3
Scaphiophryne madagascariensis,1,9
Scaphiophryne marmorata,1,12
Scaphiophryne menabensis,1,1
Scaphiophryne obscura,0,0
Scaphiophryne spinosa,1,1
Scaphiophryne verrucosa,0,0
Adelotus brevis,1,5
Heleioporus albopunctatus,0,0
Heleioporus australiacus,1,5
Heleioporus barycragus,0,0
Heleioporus eyrei,0,0
Heleioporus inornatus,0,0
Heleioporus psammophilus,0,0
Lechriodus aganoposis,0,0
Lechriodus fletcheri,1,5
Lechriodus melanopyga,1,8
Lechriodus platyceps,0,0
Limnodynastes convexiusculus,1,1
Limnodynastes depressus,1,5
Limnodynastes dorsalis,1,2
Limnodynastes dumerilii,1,5
Limnodynastes fletcheri,1,1
Limnodynastes interioris,1,1
Limnodynastes lignarius,1,4
Limnodynastes peronii,1,5
Limnodynastes salmini,1,10
Limnodynastes tasmaniensis,1,2
Limnodynastes terraereginae,1,1
Neobatrachus albipes,0,0
Neobatrachus aquilonius,0,0
Neobatrachus centralis,0,0
Neobatrachus fulvus,0,0
Neobatrachus kunapalari,0,0
Neobatrachus pelobatoides,1,2
Neobatrachus pictus,1,4
Neobatrachus sudelli,1,5
Neobatrachus sutor,0,0
Neobatrachus wilsmorei,0,0
Notaden bennettii,1,3
Notaden melanoscaphus,1,5
Notaden nichollsi,0,0
Notaden weigeli,0,0
Philoria frosti,0,0
Philoria kundagungan,0,0
Philoria loveridgei,0,0
Philoria pughi,0,0
Philoria richmondensis,0,0
Philoria sphagnicolus,1,3
Platyplectrum ornatum,1,5
Platyplectrum spenceri,1,1
Arenophryne rotunda,1,1
Arenophryne xiphorhyncha,0,0
Assa darlingtoni,1,3
Crinia bilingua,1,1
Crinia deserticola,1,2
Crinia fimbriata,1,1
Crinia flindersensis,1,2
Crinia georgiana,1,1
Crinia glauerti,1,1
Crinia insignifera,1,1
Crinia nimbus,1,5
Crinia parinsignifera,1,3
Crinia pseudinsignifera,1,1
Crinia remota,1,1
Crinia riparia,1,4
Crinia signifera,1,9
Crinia sloanei,1,1
Crinia subinsignifera,1,1
Crinia tasmaniensis,1,1
Crinia tinnula,1,2
Geocrinia alba,0,0
Geocrinia laevis,0,0
Geocrinia leai,0,0
Geocrinia lutea,0,0
Geocrinia rosea,0,0
Geocrinia victoriana,1,6
Geocrinia vitellina,0,0
Metacrinia nichollsi,1,6
Mixophyes balbus,1,5
Mixophyes carbinensis,1,5
Mixophyes coggeri,1,3
Mixophyes fasciolatus,1,3
Mixophyes fleayi,0,0
Mixophyes hihihorlo,0,0
Mixophyes iteratus,0,0
Mixophyes schevilli,1,3
Myobatrachus gouldii,1,10
Paracrinia haswelli,1,4
Pseudophryne australis,0,0
Pseudophryne bibronii,1,4
Pseudophryne coriacea,1,5
Pseudophryne corroboree,0,0
Pseudophryne covacevichae,0,0
Pseudophryne dendyi,0,0
Pseudophryne douglasi,0,0
Pseudophryne guentheri,0,0
Pseudophryne major,0,0
Pseudophryne occidentalis,0,0
Pseudophryne pengilleyi,0,0
Pseudophryne raveni,0,0
Pseudophryne robinsoni,0,0
Pseudophryne semimarmorata,0,0
Rheobatrachus silus,1,10
Rheobatrachus vitellinus,0,0
Spicospina flammocaerulea,1,7
Taudactylus acutirostris,1,5
Taudactylus diurnus,0,0
Taudactylus eungellensis,0,0
Taudactylus liemi,0,0
Taudactylus pleione,0,0
Taudactylus rheophilus,0,0
Uperoleia altissima,1,2
