Name,Genes,Length
Micrurus corallinus,1,666
Micrurus decoratus,1,666
Micrurus diana,0,0
Micrurus diastema,3,1455
Micrurus dissoleucus,1,666
Micrurus distans,0,0
Micrurus dumerilii,0,0
Micrurus elegans,0,0
Micrurus ephippifer,0,0
Micrurus filiformis,0,0
Micrurus frontalis,1,666
Micrurus fulvius,13,12153
Micrurus hemprichii,1,666
Micrurus hippocrepis,0,0
Micrurus ibiboboca,1,666
Micrurus isozonus,0,0
Micrurus langsdorffi,0,0
Micrurus laticollaris,0,0
Micrurus latifasciatus,0,0
Micrurus lemniscatus,1,666
Micrurus limbatus,0,0
Micrurus margaritiferus,0,0
Micrurus medemi,0,0
Micrurus meridensis,0,0
Micrurus mertensi,0,0
Micrurus mipartitus,2,1284
Micrurus mosquitensis,1,666
Micrurus multifasciatus,0,0
Micrurus multiscutatus,0,0
Micrurus narduccii,3,1893
Micrurus nattereri,0,0
Micrurus nebularis,0,0
Micrurus nigrocinctus,0,0
Micrurus obscurus,1,666
Micrurus oligoanellatus,0,0
Micrurus ornatissimus,0,0
Micrurus pacaraimae,0,0
Micrurus pachecogili,0,0
Micrurus paraensis,0,0
Micrurus peruvianus,0,0
Micrurus petersi,0,0
Micrurus potyguara,0,0
Micrurus proximans,0,0
Micrurus psyches,1,666
Micrurus putumayensis,0,0
Micrurus pyrrhocryptus,1,666
Micrurus remotus,0,0
Micrurus renjifoi,0,0
Micrurus ruatanus,0,0
Micrurus sangilensis,0,0
Micrurus scutiventris,0,0
Micrurus serranus,0,0
Micrurus silviae,0,0
Micrurus spixii,1,666
Micrurus spurrelli,0,0
Micrurus steindachneri,0,0
Micrurus stewarti,0,0
Micrurus stuarti,0,0
Micrurus surinamensis,11,6064
Micrurus tamaulipensis,0,0
Micrurus tener,6,3805
Micrurus tschudii,0,0
Naja anchietae,2,1335
Naja annulata,6,4707
Naja annulifera,4,2260
Naja arabica,4,2310
Naja ashei,4,2302
Naja atra,8,8685
Naja christyi,0,0
Naja crawshayi,0,0
Naja haje,4,2247
Naja kaouthia,13,10589
Naja katiensis,4,2236
Naja mandalayensis,1,645
Naja melanoleuca,6,4507
Naja mossambica,4,2289
Naja multifasciata,5,4251
Naja naja,9,8880
Naja nigricincta,2,1329
Naja nigricollis,4,2317
Naja nivea,7,5107
Naja nubiae,4,2218
Naja oxiana,0,0
Naja pallida,4,2540
Naja philippinensis,0,0
Naja sagittifera,0,0
Naja samarensis,0,0
Naja senegalensis,2,1335
Naja siamensis,4,3276
Naja sputatrix,2,1278
Naja sumatrana,2,2223
Notechis scutatus,5,3460
Ogmodon vitianus,1,489
Ophiophagus hannah,8,8622
Oxyuranus microlepidotus,6,4764
Oxyuranus scutellatus,7,5473
Oxyuranus temporalis,1,642
Parahydrophis mertoni,6,4565
Parapistocalamus hedigeri,0,0
Parasuta dwyeri,0,0
Parasuta flagellum,0,0
Parasuta gouldii,0,0
Parasuta monachus,6,4747
Parasuta nigriceps,0,0
Parasuta spectabilis,6,4763
Paroplocephalus atriceps,6,4760
Pseudechis australis,6,4781
Pseudechis butleri,4,2616
Pseudechis colletti,4,2627
Pseudechis guttatus,4,2651
Pseudechis pailsei,0,0
Pseudechis papuanus,4,2646
Pseudechis porphyriacus,6,4784
Pseudechis rossignolii,0,0
Pseudechis weigeli,0,0
Pseudohaje goldii,0,0
Pseudohaje nigra,0,0
Pseudonaja affinis,1,642
Pseudonaja aspidorhyncha,0,0
Pseudonaja guttata,1,642
Pseudonaja inframacula,1,642
Pseudonaja ingrami,1,642
Pseudonaja mengdeni,0,0
Pseudonaja modesta,6,4723
Pseudonaja nuchalis,1,642
Pseudonaja textilis,6,4765
Rhinoplocephalus bicolor,6,4771
Salomonelaps par,0,0
Simoselaps anomalus,6,4783
Simoselaps bertholdi,6,4757
Simoselaps bimaculatus,5,3689
Simoselaps littoralis,2,1422
Simoselaps minimus,2,1412
Simoselaps warro,0,0
Sinomicrurus hatori,0,0
Sinomicrurus japonicus,5,4248
Sinomicrurus kelloggi,3,1812
Sinomicrurus macclellandi,3,2232
Sinomicrurus sauteri,0,0
Suta fasciata,6,4734
Suta ordensis,0,0
Suta punctata,0,0
Suta suta,6,4760
Thalassophis anomalus,0,0
Toxicocalamus buergersi,0,0
Toxicocalamus grandis,0,0
Toxicocalamus holopelturus,0,0
Toxicocalamus longissimus,0,0
Toxicocalamus mintoni,0,0
Toxicocalamus misimae,0,0
Toxicocalamus pachysomus,0,0
Toxicocalamus preussi,6,4540
Toxicocalamus spilolepidotus,0,0
Toxicocalamus stanleyanus,0,0
Toxicocalamus loriae,6,4063
Tropidechis carinatus,6,4755
Vermicella annulata,2,1420
Vermicella calonotus,6,4728
Vermicella intermedia,6,4765
Vermicella multifasciata,2,1415
Vermicella snelli,2,1415
Vermicella vermiformis,0,0
Walterinnesia aegyptia,7,5273
Walterinnesia morgani,0,0
Psammodynastes pictus,0,0
Psammodynastes pulverulentus,4,2330
Pseudaspis cana,8,5821
Pythonodipsas carinata,6,3802
Eryx borrii,0,0
Eryx colubrinus,12,6693
Eryx conicus,7,5091
Eryx elegans,1,1023
Eryx jaculus,1,855
Eryx jayakari,5,2904
Eryx johnii,5,3300
Eryx miliaris,10,5918
Eryx muelleri,6,3673
Eryx somalicus,0,0
Eryx tataricus,6,3932
Eryx whitakeri,0,0
Cathetorhinus melanocephalus,0,0
Gerrhopilus andamanensis,0,0
Gerrhopilus ater,0,0
Gerrhopilus beddomii,0,0
Gerrhopilus bisubocularis,0,0
Gerrhopilus ceylonicus,0,0
Gerrhopilus depressiceps,0,0
Gerrhopilus floweri,0,0
Gerrhopilus fredparkeri,0,0
Gerrhopilus hades,0,0
Gerrhopilus hedraeus,5,2745
Gerrhopilus inornatus,0,0
Gerrhopilus manilae,0,0
Gerrhopilus mcdowelli,0,0
Gerrhopilus mirus,12,9607
Gerrhopilus oligolepis,0,0
Gerrhopilus thurstoni,0,0
Gerrhopilus tindalli,0,0
Bitia hydroides,4,2897
Brachyorrhos albus,0,0
Brachyorrhos gastrotaenius,0,0
Brachyorrhos raffrayi,1,1020
Brachyorrhos wallacei,1,855
Calamophis jobiensis,0,0
Calamophis katesandersae,0,0
Calamophis ruuddelangi,0,0
Calamophis sharonbrooksae,0,0
Cantoria violacea,4,2938
Cerberus australis,4,2900
Cerberus dunsoni,0,0
Cerberus microlepis,4,2897
Cerberus rynchops,6,4702
Cerberus schneiderii,0,0
Dieurostus dussumieri,3,2041
Djokoiskandarus annulata,0,0
Enhydris chanardi,0,0
Enhydris enhydris,6,4177
Enhydris innominata,6,4111
Enhydris jagorii,5,3575
Enhydris longicauda,6,4111
Enhydris subtaeniata,6,4214
Erpeton tentaculatum,4,2971
Ferania sieboldii,0,0
Fordonia leucobalia,4,2976
Gerarda prevostiana,4,2976
Gyiophis maculosa,0,0
Gyiophis vorisi,0,0
Heurnia ventromaculata,0,0
Homalophis doriae,0,0
Homalophis gyii,0,0
Homalopsis buccata,11,7091
Homalopsis hardwickii,0,0
Homalopsis mereljcoxi,0,0
Homalopsis nigroventralis,0,0
Homalopsis semizonata,0,0
Hypsiscopus matannensis,4,2907
Hypsiscopus plumbea,9,8136
Karnsophis siantaris,0,0
Kualatahan pahangensis,0,0
Mintonophis pakistanicus,0,0
Miralia alternans,0,0
Myron karnsi,0,0
Myron resetari,0,0
Myron richardsonii,4,2965
Myrrophis bennettii,0,0
Myrrophis chinensis,7,4849
Phytolopsis punctata,4,2975
Pseudoferania polylepis,4,2949
Raclitia indica,0,0
Subsessor bocourti,4,2978
Sumatranus albomaculata,0,0
Amblyodipsas concolor,0,0
Amblyodipsas dimidiata,3,2301
Amblyodipsas katangensis,0,0
Amblyodipsas microphthalma,0,0
Amblyodipsas polylepis,5,3144
Amblyodipsas rodhaini,0,0
Amblyodipsas teitana,0,0
Amblyodipsas unicolor,0,0
Amblyodipsas ventrimaculata,0,0
Aparallactus capensis,6,3798
Aparallactus guentheri,1,729
Aparallactus jacksonii,0,0
Aparallactus lineatus,0,0
Aparallactus lunulatus,0,0
Aparallactus modestus,6,3799
Aparallactus moeruensis,0,0
Aparallactus niger,0,0
Aparallactus nigriceps,0,0
Aparallactus turneri,0,0
Aparallactus werneri,6,4185
Brachyophis revoili,0,0
Chilorhinophis butleri,0,0
Chilorhinophis gerardi,0,0
Hypoptophis wilsonii,0,0
Macrelaps microlepidotus,6,3807
Polemon acanthias,6,3805
Polemon barthii,0,0
Polemon bocourti,0,0
Polemon christyi,0,0
Polemon collaris,6,3804
Polemon fulvicollis,0,0
Polemon gabonensis,0,0
Polemon gracilis,0,0
Polemon griseiceps,0,0
Polemon neuwiedi,0,0
Polemon notatus,6,3809
Polemon robustus,0,0
Xenocalamus bicolor,0,0
Xenocalamus mechowii,0,0
Xenocalamus michellii,0,0
Xenocalamus sabiensis,0,0
Xenocalamus transvaalensis,6,3809
Atractaspis andersonii,0,0
Atractaspis aterrima,0,0
Atractaspis battersbyi,0,0
Atractaspis bibronii,6,3840
Atractaspis boulengeri,6,3779
Atractaspis congica,0,0
Atractaspis corpulenta,7,4362
Atractaspis dahomeyensis,0,0
Atractaspis duerdeni,0,0
Atractaspis engaddensis,0,0
Atractaspis engdahli,0,0
Atractaspis fallax,0,0
Atractaspis irregularis,3,1899
Atractaspis leucomelas,0,0
Atractaspis magrettii,0,0
Atractaspis microlepidota,2,1590
Atractaspis micropholis,10,6029
Atractaspis phillipsi,0,0
Atractaspis reticulata,0,0
Atractaspis scorteccii,0,0
Atractaspis watsoni,0,0
Homoroselaps dorsalis,0,0
Homoroselaps lacteus,9,6472
Poecilopholis cameronensis,0,0
Buhoma depressiceps,5,3142
Buhoma procterae,6,3821
Buhoma vauerocegae,0,0
Boaedon capensis,6,3810
Boaedon fuliginosus,14,9058
Boaedon lineatus,5,3129
Boaedon maculatus,0,0
Boaedon olivaceus,7,4478
Boaedon virgatus,6,3796
Bothrolycus ater,6,3808
Bothrophthalmus brunneus,6,3807
Bothrophthalmus lineatus,6,3789
Chamaelycus christyi,0,0
Chamaelycus fasciatus,0,0
Chamaelycus parkeri,0,0
Chamaelycus werneri,0,0
Dendrolycus elapoides,0,0
Gonionotophis brussauxi,6,3779
Gonionotophis capensis,11,6487
Gonionotophis chanleri,0,0
Gonionotophis crossi,0,0
Gonionotophis egbensis,0,0
Gonionotophis gabouensis,0,0
Gonionotophis grantii,0,0
Gonionotophis guirali,0,0
Gonionotophis klingi,0,0
Gonionotophis laurenti,0,0
Gonionotophis nyassae,6,3833
Gonionotophis poensis,6,3795
Gonionotophis savorgnani,0,0
Gonionotophis stenophthalmus,6,3760
Gonionotophis vernayi,0,0
Hormonotus modestus,6,3781
Inyoka swazicus,3,2280
Lamprophis abyssinicus,0,0
Lamprophis aurora,3,2280
Lamprophis erlangeri,0,0
Lamprophis fiskii,6,3834
Lamprophis fuscus,2,1623
Lamprophis geometricus,0,0
Lamprophis guttatus,6,3853
Lycodonomorphus bicolor,0,0
Lycodonomorphus inornatus,6,3838
Lycodonomorphus laevissimus,3,2301
Lycodonomorphus leleupi,0,0
Lycodonomorphus obscuriventris,0,0
Lycodonomorphus rufulus,6,3820
Lycodonomorphus subtaeniatus,0,0
Lycodonomorphus whytii,6,3659
Lycophidion acutirostre,0,0
Lycophidion albomaculatum,0,0
Lycophidion capense,11,7395
Lycophidion depressirostre,0,0
Lycophidion hellmichi,0,0
Lycophidion irroratum,0,0
Lycophidion laterale,6,3788
Lycophidion meleagris,0,0
Lycophidion multimaculatum,0,0
Lycophidion namibianum,0,0
Lycophidion nanus,0,0
Lycophidion nigromaculatum,3,1851
Lycophidion ornatum,2,1590
Lycophidion pembanum,0,0
Lycophidion pygmaeum,0,0
Lycophidion semiannule,0,0
Lycophidion semicinctum,0,0
Lycophidion taylori,0,0
Lycophidion uzungwense,0,0
Lycophidion variegatum,0,0
Montaspis gilvomaculata,0,0
Pseudoboodon boehmei,0,0
Pseudoboodon gascae,0,0
Pseudoboodon lemniscatus,3,2298
Pseudoboodon sandfordorum,0,0
Prosymna ambigua,0,0
Prosymna angolensis,0,0
Prosymna bivittata,0,0
Prosymna frontalis,6,3446
Prosymna greigerti,1,545
Prosymna janii,6,3526
Prosymna lineata,0,0
Prosymna meleagris,1,544
Prosymna ornatissima,0,0
Prosymna pitmani,0,0
Prosymna ruspolii,3,2292
Prosymna semifasciata,0,0
Prosymna somalica,0,0
Prosymna stuhlmanni,0,0
Prosymna sundevalli,0,0
Prosymna visseri,5,3134
Cyclocorus lineatus,0,0
Cyclocorus nuchalis,0,0
Dipsina multimaculata,3,2307
Hemirhagerrhis hildebrandtii,6,3363
Hemirhagerrhis kelleri,3,2286
Hemirhagerrhis nototaenia,0,0
Hemirhagerrhis viperina,2,1713
Malpolon insignitus,0,0
Malpolon monspessulanus,8,5867
Mimophis mahfalensis,9,6424
Oxyrhabdium leporinum,3,2292
Oxyrhabdium modestum,0,0
Psammophis aegyptius,1,660
Psammophis angolensis,3,2304
Psammophis ansorgii,0,0
Psammophis biseriatus,2,1713
Psammophis brevirostris,2,1713
Psammophis condanarus,6,4091
Psammophis crucifer,3,2307
Psammophis elegans,1,663
Psammophis indochinensis,0,0
Psammophis jallae,2,1713
Psammophis leightoni,3,2307
Psammophis leithii,0,0
Psammophis leopardinus,2,1698
Psammophis lineatus,6,3551
Psammophis lineolatus,6,3855
Psammophis longifrons,0,0
Psammophis mossambicus,6,3846
Psammophis namibensis,2,1713
Psammophis notostictus,3,2298
Psammophis occidentalis,0,0
Psammophis orientalis,6,3587
Psammophis phillipsi,6,3809
Psammophis praeornatus,4,2182
Psammophis pulcher,0,0
Psammophis punctulatus,3,2307
Psammophis rukwae,2,1713
Psammophis schokari,6,4015
Psammophis sibilans,6,3783
Psammophis subtaeniatus,2,1713
Psammophis sudanensis,3,2301
Psammophis tanganicus,3,2298
Psammophis trigrammus,3,2295
Psammophis trinasalis,0,0
Psammophis zambiensis,0,0
Psammophylax acutus,3,1632
Psammophylax multisquamis,0,0
Psammophylax rhombeatus,6,3777
Psammophylax tritaeniatus,3,2304
Psammophylax variabilis,11,6589
Rhagerhis moilensis,5,3253
Rhamphiophis oxyrhynchus,6,3440
Rhamphiophis rostratus,6,3845
Rhamphiophis rubropunctatus,5,3159
Alluaudina bellyi,7,4462
Alluaudina mocquardi,0,0
Amplorhinus multimaculatus,6,3840
Brygophis coulangesi,0,0
Compsophis albiventris,6,3748
Compsophis boulengeri,4,2434
Compsophis fatsibe,1,663
Compsophis infralineatus,7,4460
Compsophis laphystius,4,2762
Compsophis vinckei,0,0
Compsophis zeny,0,0
Ditypophis vivax,6,3777
Dromicodryas bernieri,7,4464
Dromicodryas quadrilineatus,4,2761
Duberria lutrix,6,3817
Duberria rhodesiana,0,0
Duberria shirana,0,0
Duberria variegata,6,3838
Elapotinus picteti,2,1200
Heteroliodon fohy,4,2800
Heteroliodon lava,0,0
Heteroliodon occipitalis,5,3125
Ithycyphus blanci,0,0
Ithycyphus goudoti,0,0
Ithycyphus miniatus,4,2764
Ithycyphus oursi,7,4446
Ithycyphus perineti,1,663
Langaha alluaudi,0,0
Langaha madagascariensis,7,4361
Langaha pseudoalluaudi,0,0
Leioheterodon geayi,4,2761
Leioheterodon madagascariensis,12,7148
Leioheterodon modestus,7,5352
Liophidium apperti,0,0
Liophidium chabaudi,7,4450
Liophidium maintikibo,3,1737
Liophidium mayottensis,5,3429
Liophidium pattoni,4,2761
Liophidium rhodogaster,4,2761
Liophidium therezieni,4,2759
Liophidium torquatum,4,2762
Liophidium trilineatum,0,0
Liophidium vaillanti,4,2760
Liopholidophis baderi,2,1590
Liopholidophis dimorphus,4,2762
Liopholidophis dolicocercus,4,2763
Liopholidophis grandidieri,4,2760
Liopholidophis oligolepis,3,2099
Liopholidophis rhadinaea,4,2741
Liopholidophis sexlineatus,7,4463
Liopholidophis varius,4,2759
Lycodryas carleti,0,0
Lycodryas citrinus,9,6524
Lycodryas cococola,5,3396
Lycodryas gaimardi,2,1332
Lycodryas granuliceps,5,3436
Lycodryas guentheri,0,0
Lycodryas inopinae,5,3439
Lycodryas inornatus,5,3256
Lycodryas maculatus,5,3370
Lycodryas pseudogranuliceps,5,3430
Madagascarophis colubrinus,5,3458
Madagascarophis fuchsi,3,2103
Madagascarophis meridionalis,9,6501
Madagascarophis ocellatus,0,0
Micropisthodon ochraceus,4,2763
Pararhadinaea melanogaster,0,0
Parastenophis betsileanus,7,4226
Phisalixella arctifasciata,1,663
Phisalixella iarakaensis,0,0
Phisalixella tulearensis,4,2762
Phisalixella variabilis,4,2763
Pseudoxyrhopus ambreensis,0,0
Pseudoxyrhopus analabe,1,663
Pseudoxyrhopus ankafinaensis,0,0
Pseudoxyrhopus heterurus,1,663
Pseudoxyrhopus imerinae,0,0
Pseudoxyrhopus kely,0,0
Pseudoxyrhopus microps,1,663
Pseudoxyrhopus oblectator,0,0
Pseudoxyrhopus quinquelineatus,1,663
Pseudoxyrhopus sokosoko,0,0
Pseudoxyrhopus tritaeniatus,1,663
Thamnosophis epistibes,4,2764
Thamnosophis infrasignatus,2,1629
Thamnosophis lateralis,6,4744
Thamnosophis martae,4,2765
Thamnosophis mavotenda,2,1686
Thamnosophis stumpffi,4,2765
Epacrophis boulengeri,0,0
Epacrophis drewesi,0,0
Epacrophis reticulatus,0,0
Epictia albipuncta,0,0
Epictia alfredschmidti,0,0
Epictia ater,0,0
Epictia australis,0,0
Epictia borapeliotes,0,0
Epictia clinorostris,0,0
Epictia collaris,0,0
Epictia columbi,11,7503
Epictia diaplocia,0,0
Epictia goudotii,3,3056
Epictia magnamaculata,3,3056
Epictia melanurus,0,0
Epictia munoai,0,0
Epictia nasalis,0,0
Epictia peruviana,0,0
Epictia rubrolineata,0,0
Epictia rufidorsa,0,0
Epictia signata,0,0
Epictia striatula,0,0
Epictia subcrotilla,0,0
Epictia teaguei,0,0
Epictia tenella,1,285
Epictia tesselata,0,0
Epictia tricolor,0,0
Epictia undecimstriata,0,0
Epictia unicolor,0,0
Epictia vellardi,0,0
Leptotyphlops aethiopicus,0,0
Leptotyphlops conjunctus,9,5937
Leptotyphlops distanti,8,5497
Leptotyphlops emini,0,0
Leptotyphlops howelli,0,0
Leptotyphlops incognitus,0,0
Leptotyphlops jacobseni,0,0
Leptotyphlops kafubi,6,4506
Leptotyphlops keniensis,0,0
Leptotyphlops latirostris,0,0
Leptotyphlops macrops,0,0
Leptotyphlops mbanjensis,0,0
Leptotyphlops merkeri,3,3003
Leptotyphlops nigricans,3,3006
Leptotyphlops nigroterminus,9,5941
Leptotyphlops nursii,0,0
Leptotyphlops pembae,0,0
Leptotyphlops pitmani,3,3005
Leptotyphlops pungwensis,0,0
Leptotyphlops scutifrons,3,3004
Leptotyphlops sylvicolus,8,5516
Leptotyphlops tanae,0,0
Leptotyphlops telloi,0,0
Mitophis asbolepis,9,6029
Mitophis calypso,0,0
Mitophis leptipileptus,9,6030
Mitophis pyrites,9,5956
Myriopholis adleri,9,5924
Myriopholis albiventer,0,0
Myriopholis algeriensis,8,5421
Myriopholis blanfordi,7,4295
Myriopholis boueti,8,5500
Myriopholis braccianii,0,0
Myriopholis burii,0,0
Myriopholis cairi,0,0
Myriopholis erythraeus,0,0
Myriopholis filiformis,0,0
Myriopholis ionidesi,0,0
Myriopholis longicauda,9,5652
Myriopholis macrorhyncha,8,5529
Myriopholis macrura,0,0
Myriopholis narirostris,0,0
Myriopholis natatrix,0,0
Myriopholis perreti,0,0
Myriopholis rouxestevae,8,5476
Myriopholis wilsoni,0,0
Myriopholis yemenicus,0,0
Namibiana gracilior,0,0
Namibiana labialis,0,0
Namibiana latifrons,0,0
Namibiana occidentalis,9,5916
Namibiana rostrata,0,0
Rena affinis,0,0
Rena boettgeri,0,0
Rena bressoni,0,0
Rena dissectus,3,3033
Rena dulcis,9,6001
Rena humilis,13,12164
Rena maxima,0,0
Rena myopica,0,0
Rena unguirostris,0,0
Rhinoleptus koniagui,1,428
Rhinoleptus parkeri,0,0
Siagonodon acutirostris,0,0
Siagonodon borrichianus,0,0
Siagonodon cupinensis,0,0
Siagonodon septemstriatus,8,5709
Tetracheilostoma bilineatum,0,0
Tetracheilostoma breuili,3,3019
Tetracheilostoma carlae,3,3020
Tricheilostoma bicolor,8,5681
Tricheilostoma broadleyi,0,0
Tricheilostoma dissimilis,0,0
Tricheilostoma greenwelli,0,0
Tricheilostoma sundewalli,0,0
Trilepida anthracina,0,0
Trilepida brasiliensis,0,0
Trilepida brevissima,0,0
Trilepida dimidiatum,0,0
Trilepida dugandi,0,0
Trilepida fuliginosa,0,0
Trilepida guayaquilensis,0,0
Trilepida jani,0,0
Trilepida joshuai,0,0
Trilepida koppesi,0,0
Trilepida macrolepis,3,3035
Trilepida nicefori,0,0
Trilepida salgueiroi,0,0
Loxocemus bicolor,11,8193
Micrelaps bicoloratus,2,1599
Micrelaps boettgeri,0,0
Micrelaps muelleri,0,0
Micrelaps tchernovi,0,0
Micrelaps vaillanti,0,0
Aplopeltura boa,9,5048
Asthenodipsas laevis,1,1023
Asthenodipsas lasgalenensis,1,1023
Asthenodipsas malaccanus,0,0
Asthenodipsas tropidonotus,1,777
Asthenodipsas vertebralis,1,1023
Pareas boulengeri,3,2271
Pareas carinatus,10,5813
Pareas chinensis,0,0
Pareas formosensis,3,2286
Pareas hamptoni,7,5044
Pareas iwasakii,0,0
Pareas margaritophorus,2,1608
Pareas monticola,3,2271
Pareas nigriceps,0,0
Pareas nuchalis,1,693
Pareas stanleyi,3,2271
Antaresia childreni,4,2488
Antaresia maculosa,3,1850
Antaresia perthensis,3,1848
Antaresia stimsoni,3,1848
Aspidites melanocephalus,9,5856
Aspidites ramsayi,8,4875
Bothrochilus albertisii,7,4205
Bothrochilus biakensis,0,0
Bothrochilus boa,3,1847
Bothrochilus fredparkeri,0,0
Bothrochilus huonensis,0,0
Leiopython meridionalis,0,0
Leiopython montanus,0,0
Liasis fuscus,3,1873
Liasis mackloti,9,5344
Liasis olivaceus,3,1882
Liasis papuana,10,5798
Malayopython reticulatus,10,8126
Malayopython timoriensis,3,1849
Morelia bredli,3,1848
Morelia carinata,3,1849
Morelia spilota,6,3821
Morelia viridis,5,3448
Python anchietae,5,3386
Python bivittatus,11,12128
Python breitensteini,0,0
Python brongersmai,3,1846
Python curtus,7,4002
Python kyaiktiyo,0,0
Python molurus,11,8732
Python natalensis,0,0
Python regius,7,8085
Python sebae,8,4518
Simalia amethistina,4,2433
Simalia boeleni,9,6427
Simalia clastolepis,1,684
Simalia kinghorni,1,684
Simalia nauta,5,3000
Simalia oenpelliensis,3,1847
Simalia tracyae,5,3009
Acrantophis dumerili,8,5111
Acrantophis madagascariensis,10,6913
Sanzinia madagascariensis,8,5134
Sanzinia volontany,0,0
Trachyboa boulengeri,8,5898
Trachyboa gularis,9,4558
Tropidophis battersbyi,0,0
Tropidophis bucculentus,0,0
Tropidophis canus,6,4077
Tropidophis caymanensis,0,0
Tropidophis celiae,0,0
Tropidophis curtus,0,0
Tropidophis feicki,6,4422
Tropidophis fuscus,0,0
Tropidophis galacelidus,0,0
Tropidophis grapiuna,0,0
Tropidophis greenwayi,6,4564
Tropidophis haetianus,13,11962
Tropidophis hardyi,0,0
Tropidophis hendersoni,0,0
Tropidophis jamaicensis,0,0
Tropidophis maculatus,0,0
Tropidophis melanurus,9,5627
Tropidophis morenoi,0,0
Tropidophis nigriventris,0,0
Tropidophis pardalis,2,1724
Tropidophis parkeri,0,0
Tropidophis paucisquamis,0,0
Tropidophis pilsbryi,0,0
Tropidophis preciosus,0,0
Tropidophis schwartzi,0,0
Tropidophis semicinctus,0,0
Tropidophis spiritus,0,0
Tropidophis stejnegeri,0,0
Tropidophis stullae,0,0
Tropidophis taczanowskyi,5,3388
Tropidophis wrighti,2,775
Tropidophis xanthogaster,0,0
Afrotyphlops angeli,0,0
Afrotyphlops angolensis,5,2333
Afrotyphlops anomalus,0,0
Afrotyphlops bibronii,5,2406
Afrotyphlops blanfordii,0,0
Afrotyphlops brevis,0,0
Afrotyphlops congestus,5,2568
Afrotyphlops decorosus,0,0
Afrotyphlops elegans,5,2586
Afrotyphlops fornasinii,4,2130
Afrotyphlops gierrai,0,0
Afrotyphlops kaimosae,0,0
Afrotyphlops liberiensis,0,0
Afrotyphlops lineolatus,5,2619
Afrotyphlops manni,0,0
Afrotyphlops mucruso,5,2718
Afrotyphlops nanus,0,0
Afrotyphlops nigrocandidus,0,0
Afrotyphlops obtusus,4,1383
Afrotyphlops punctatus,7,3341
Afrotyphlops rondoensis,0,0
Afrotyphlops schlegelii,5,2598
Afrotyphlops schmidti,0,0
Afrotyphlops steinhausi,0,0
Afrotyphlops tanganicanus,0,0
Afrotyphlops usambaricus,0,0
Grypotyphlops acutus,0,0
Letheobia acutirostrata,0,0
Letheobia caeca,0,0
Letheobia crossii,0,0
Letheobia debilis,0,0
Letheobia episcopus,3,1497
Letheobia erythraea,0,0
Letheobia feae,5,2565
Letheobia gracilis,0,0
Letheobia graueri,0,0
Letheobia jubana,0,0
Letheobia kibarae,0,0
Letheobia largeni,0,0
Letheobia leucosticta,0,0
Letheobia lumbriciformis,0,0
Letheobia newtoni,5,2507
Letheobia pallida,0,0
Letheobia pauwelsi,0,0
Letheobia pembana,0,0
Letheobia praeocularis,0,0
Letheobia rufescens,0,0
Letheobia simonii,6,2785
Letheobia somalica,0,0
Letheobia stejnegeri,0,0
Letheobia sudanensis,0,0
Letheobia swahilica,0,0
Letheobia toritensis,0,0
Letheobia uluguruensis,0,0
Letheobia wittei,0,0
Rhinotyphlops ataeniatus,0,0
Rhinotyphlops boylei,0,0
Rhinotyphlops lalandei,5,2535
Rhinotyphlops schinzi,0,0
